type,post_count,text_len_chars,text_len_words,n_urls,n_q,n_excl,n_nonascii_chars,frac_ascii_chars
INFP,50,7571,1326,0,7,12,0,1.0
INTP,50,8785,1458,0,4,3,0,1.0
ENTP,26,4773,841,0,5,11,0,1.0
INTJ,33,4965,828,4,12,2,3,0.9993957703927493
ENTP,50,7918,1353,1,13,8,0,1.0
INFJ,50,6483,1058,5,15,1,6,0.999074502545118
INTP,50,6010,533,45,55,0,4,0.9993344425956738
INFP,50,5003,696,17,24,1,0,1.0
ENTP,50,8626,1495,2,11,7,0,1.0
INTP,50,8214,1381,0,15,4,0,1.0
ENTP,50,5260,893,5,8,10,17,0.9967680608365019
INFJ,50,8810,1543,0,4,0,0,1.0
ENFP,39,5950,1026,0,15,7,0,1.0
INFP,50,7594,1211,10,12,13,60,0.9920990255464841
INTJ,50,9230,1548,3,6,0,1,0.9998916576381365
INFJ,50,7397,1267,3,7,0,0,1.0
ISFP,42,5987,1042,3,3,3,0,1.0
INFP,50,3734,599,0,0,2,0,1.0
ISFP,50,6539,1093,4,15,4,0,1.0
INFJ,30,4515,783,2,5,0,2,0.9995570321151717
INFJ,38,6113,1094,0,6,6,0,1.0
ENTP,39,6730,1254,0,9,10,0,1.0
ISTJ,50,9231,1631,0,9,2,1,0.9998916693749323
INFJ,35,2358,379,0,1,6,0,1.0
INFP,50,7856,1355,1,3,0,0,1.0
INTP,60,5734,881,13,19,7,17,0.9970352284618068
INFJ,50,7406,1268,2,17,6,0,1.0
ENFP,27,3247,575,0,5,5,0,1.0
INFP,50,4356,789,0,9,8,0,1.0
INFP,50,7414,1138,10,20,62,0,1.0
INFP,50,8228,1409,4,22,6,2,0.9997569275644141
INTP,50,5358,909,4,2,1,0,1.0
ENTP,50,7897,1138,29,8,17,0,1.0
ENFP,35,5842,1096,2,3,0,0,1.0
INTP,50,9123,1589,0,9,5,10,0.9989038693412254
INFP,50,5892,896,8,15,1,0,1.0
INTJ,50,6087,992,1,18,9,0,1.0
INFP,36,5517,983,1,4,6,0,1.0
INFP,50,6734,1165,0,17,2,0,1.0
INTJ,50,9135,1417,0,7,0,0,1.0
INTJ,50,6648,964,10,19,0,1,0.9998495788206979
INFP,50,9576,1670,0,10,38,0,1.0
ENTP,18,3233,560,0,3,1,0,1.0
INFP,50,5834,1061,0,7,17,0,1.0
INTJ,40,7006,1190,0,3,0,0,1.0
ISFJ,50,7964,1330,5,9,33,0,1.0
ESTP,50,8757,1388,2,13,1,0,1.0
INFP,50,7937,1311,10,9,2,3,0.9996220234345471
ISTP,50,7898,1367,0,5,0,2,0.9997467713345151
INTP,50,8792,1437,5,13,5,0,1.0
ENFP,50,8333,1465,0,14,36,0,1.0
INFJ,50,5632,920,8,6,1,0,1.0
INTJ,50,6550,1116,0,9,8,1,0.9998473282442748
INFP,50,6774,882,12,8,2,0,1.0
INTP,50,5732,664,17,15,0,0,1.0
INTJ,50,6268,1040,4,16,0,0,1.0
ENFP,50,9023,1546,0,9,42,0,1.0
ENTP,50,7591,1140,0,19,8,0,1.0
INFJ,50,4961,826,0,1,0,1,0.9997984277363435
INFJ,50,7602,1292,4,16,11,2,0.9997369113391212
ISTJ,50,7776,1384,2,12,1,0,1.0
INFP,50,6005,999,1,11,8,0,1.0
INTJ,50,7964,1354,0,13,5,0,1.0
INTP,50,6603,1155,2,16,3,1,0.9998485536877177
INFP,50,8779,1516,1,7,7,0,1.0
INFJ,50,9368,1599,1,13,16,6,0.9993595217762596
ENTP,50,9379,1553,1,3,4,0,1.0
ISTP,50,6011,921,6,10,4,1,0.9998336383297288
INFP,50,6446,1179,0,14,8,0,1.0
INTJ,50,7644,1335,0,24,0,1,0.999869178440607
INFP,50,6363,1026,4,10,0,0,1.0
INTP,50,8732,1516,2,8,2,1,0.999885478699038
INFJ,48,7544,1293,4,9,14,0,1.0
INFP,50,7966,1497,0,1,2,0,1.0
INFJ,50,7582,1302,0,9,5,0,1.0
ENFP,50,7498,1280,1,15,18,0,1.0
ENTJ,50,8668,1460,2,9,0,0,1.0
ENFP,50,7964,1451,1,3,8,0,1.0
INFP,50,8376,1401,9,12,6,9,0.9989255014326648
ESTP,50,5160,866,1,12,2,0,1.0
INFP,50,7912,1378,1,11,32,2,0.999747219413549
INFJ,50,7800,1294,2,22,6,0,1.0
INFJ,50,8569,1497,0,5,0,0,1.0
INFP,50,7475,1167,3,11,9,0,1.0
ENFJ,50,7846,1389,0,11,5,0,1.0
INFJ,50,9057,1472,2,13,2,0,1.0
ENTJ,50,8133,1402,0,2,2,0,1.0
INFP,46,7730,1365,0,6,11,0,1.0
INFJ,50,4000,538,7,12,13,1,0.99975
INFJ,50,9241,1637,0,6,0,0,1.0
INFJ,50,7632,1274,3,11,6,0,1.0
INFP,50,7909,1448,2,2,6,0,1.0
INFP,50,8784,1480,2,13,3,0,1.0
INFP,41,6438,1090,1,12,7,0,1.0
INTJ,50,7403,1393,0,12,5,0,1.0
INFJ,50,7772,1341,1,12,4,0,1.0
ENFP,50,8705,1511,5,5,2,0,1.0
INFJ,50,5528,943,0,18,7,0,1.0
ENFP,50,7294,1308,3,5,2,0,1.0
ENTP,50,7452,1201,8,19,11,2,0.9997316156736447
ENFJ,50,5439,932,5,11,0,0,1.0
ENFP,50,8190,1474,4,9,21,0,1.0
ENTJ,50,6803,1158,3,5,10,0,1.0
INFP,50,5975,1045,2,10,27,0,1.0
INTJ,45,7162,1199,0,20,17,0,1.0
INFJ,50,8045,1351,0,20,8,5,0.9993784959602238
ENTP,50,8938,1540,0,19,5,0,1.0
ENFP,50,8212,1480,0,6,14,0,1.0
INFP,50,6806,1151,4,5,1,0,1.0
ISFP,50,5774,1002,4,7,3,0,1.0
INFJ,50,6995,1151,6,4,17,0,1.0
INFJ,50,6468,1110,0,8,11,0,1.0
INTJ,50,8574,1379,5,7,0,0,1.0
ISTP,25,4222,747,0,4,4,0,1.0
ENTP,39,4341,708,1,3,15,0,1.0
INFJ,50,6735,1088,6,10,0,0,1.0
ISFP,50,4317,440,10,36,0,0,1.0
ENTP,50,9567,1607,0,10,2,0,1.0
INFP,50,8623,1528,0,0,3,0,1.0
INFP,50,8793,1452,0,7,3,0,1.0
INTP,50,7012,1178,4,15,2,0,1.0
INFJ,50,8981,1649,1,5,0,0,1.0
ENTP,50,7419,1319,0,4,2,0,1.0
INTP,50,5453,910,5,18,9,1,0.9998166147075005
ISTJ,50,6865,1118,6,10,3,0,1.0
INTP,50,8483,1459,1,5,2,0,1.0
INTJ,45,8133,1372,4,2,3,1,0.9998770441411533
INFP,50,6801,1207,2,14,1,2,0.9997059255991766
INFP,50,7731,1350,5,5,19,0,1.0
INTP,50,7186,1240,0,10,9,9,0.9987475647091567
INFP,50,6069,907,13,22,1,1,0.9998352282089307
INFJ,50,10030,1702,0,5,0,7,0.9993020937188435
ESTP,50,8502,1510,2,10,0,0,1.0
INFP,50,4751,756,5,6,2,0,1.0
ISTP,50,8864,1589,0,7,5,0,1.0
ENTP,50,5390,910,2,13,0,0,1.0
INFP,22,3648,643,0,4,2,0,1.0
INTJ,48,7794,1390,2,5,1,1,0.999871696176546
INFJ,50,8155,1488,0,4,0,0,1.0
INFP,50,5580,879,3,9,6,0,1.0
INTP,50,7134,1136,6,12,0,0,1.0
INTJ,50,6901,1142,3,7,3,1,0.9998550934647152
INFJ,50,7657,1336,1,7,2,1,0.9998694005485177
INFJ,50,9453,1682,0,3,0,1,0.999894213477203
ENTP,49,7028,1144,0,8,0,0,1.0
INFP,50,6289,945,9,4,1,6,0.9990459532517093
INFP,50,7180,1219,1,12,3,0,1.0
INTP,50,8253,1423,2,10,0,0,1.0
INTJ,37,3465,540,7,10,4,0,1.0
INFJ,50,7889,1197,11,7,3,0,1.0
ISTJ,38,5170,936,0,0,5,0,1.0
ENTP,50,7309,1228,1,6,4,0,1.0
INFJ,23,2073,294,4,9,0,0,1.0
ISTP,50,7345,1041,18,13,2,0,1.0
INTP,50,9702,1731,0,1,3,0,1.0
INTJ,50,9173,1595,0,6,3,0,1.0
INTP,50,8778,1577,0,4,12,0,1.0
INTJ,50,6177,1002,2,4,3,1,0.9998381091144568
ENTJ,32,5623,969,0,15,11,6,0.9989329539391784
INFP,50,9113,1642,0,1,26,0,1.0
INFP,50,7322,1182,7,10,8,1,0.9998634252936356
INFJ,50,6794,1231,0,7,7,1,0.9998528113040919
ISTP,50,5324,925,0,14,0,0,1.0
ENFP,50,7228,1232,1,3,15,0,1.0
INFJ,50,8229,1395,6,10,3,0,1.0
ISTP,50,6599,1102,0,9,7,0,1.0
ENFJ,50,7949,1379,1,15,22,1,0.9998741980123286
INTJ,50,6496,1081,2,8,0,1,0.9998460591133005
INTP,50,7075,1226,2,11,0,0,1.0
ESFJ,50,9203,1621,0,15,13,0,1.0
INTP,50,6656,1081,11,6,3,31,0.9953425480769231
ISFP,50,4501,786,2,27,11,0,1.0
ESFJ,50,9085,1568,0,6,3,0,1.0
INFJ,50,8323,1487,2,5,4,0,1.0
ISTP,50,9928,1698,1,17,1,0,1.0
ISFJ,50,7168,1242,0,16,6,1,0.9998604910714286
ISTP,50,6884,1095,4,16,9,0,1.0
ISTJ,50,9418,1636,5,13,11,2,0.9997876406880442
INTP,50,8036,1371,6,15,0,0,1.0
INTP,50,6506,1069,2,9,1,0,1.0
INTP,50,7885,1314,11,32,7,1,0.9998731769181991
INFJ,50,7342,1257,8,18,18,0,1.0
INFP,50,9656,1663,0,5,5,0,1.0
INFJ,42,7055,1240,0,9,26,0,1.0
ISTP,47,7592,1324,0,12,4,0,1.0
INFP,50,7712,1241,2,9,0,0,1.0
INFJ,50,8247,1391,0,1,4,0,1.0
ENFP,50,3588,583,0,6,2,0,1.0
INTJ,50,6542,1032,0,9,2,1,0.9998471415469276
INTP,50,8820,1553,0,10,1,0,1.0
INFP,50,7615,1286,2,7,12,0,1.0
INFJ,50,7909,1343,0,8,9,0,1.0
INFP,50,6727,1231,2,12,9,0,1.0
ENFP,50,8841,1498,0,5,4,1,0.9998868906232327
INFP,50,6417,1152,0,6,6,0,1.0
ISFP,50,4641,550,24,36,5,0,1.0
INTP,50,8063,1393,1,8,15,0,1.0
ISFP,50,4343,544,9,15,0,0,1.0
ISFP,50,5517,917,1,14,25,1,0.9998187420699656
INFP,50,7743,1313,3,5,8,1,0.9998708510913082
INTP,50,6297,1095,1,12,4,4,0.9993647768778784
INFP,50,6864,1111,4,7,1,1,0.9998543123543123
INFJ,50,5771,919,12,0,37,0,1.0
INFP,50,7263,1301,0,16,1,3,0.9995869475423379
INTJ,50,9281,1631,1,8,4,0,1.0
INTJ,50,9032,1422,9,9,4,0,1.0
ENTP,50,8366,1317,10,17,3,1,0.9998804685632321
INFP,50,8920,1544,2,4,2,0,1.0
ENTP,50,8119,1351,0,19,10,0,1.0
INTJ,50,6895,1261,0,5,1,0,1.0
INTJ,50,7895,1335,0,4,8,0,1.0
ENFP,50,8100,1484,1,5,2,0,1.0
INTP,50,7608,1355,1,4,0,0,1.0
INTP,50,8743,1576,1,9,4,0,1.0
ENTP,50,6993,1158,3,16,4,0,1.0
INFP,50,4820,766,3,9,3,0,1.0
INFP,50,4678,727,6,12,5,0,1.0
INTP,50,8652,1578,0,10,2,0,1.0
ENTP,50,7411,1208,9,19,3,0,1.0
INTP,50,7586,1257,3,16,4,0,1.0
ENTP,50,8570,1478,2,16,12,0,1.0
INFJ,50,8886,1528,1,9,10,37,0.995836146747693
INFP,41,4024,553,10,13,29,0,1.0
ENFP,50,6321,1132,1,15,91,0,1.0
INFJ,50,8992,1582,3,11,16,0,1.0
INFJ,50,9879,1721,1,9,3,0,1.0
INFP,50,5102,868,3,9,2,1,0.9998039984319874
INTJ,50,8277,1439,5,8,2,0,1.0
INFP,50,7642,1379,2,7,4,0,1.0
INFP,50,7628,1296,0,3,4,0,1.0
ENFJ,50,9380,1719,1,3,20,0,1.0
INFP,50,7373,1280,2,16,8,0,1.0
ESTP,50,6969,1163,2,8,3,0,1.0
INFP,50,8554,1324,3,7,3,5,0.9994154781388824
INFP,39,4264,664,7,14,2,0,1.0
INTP,50,3122,456,3,12,2,0,1.0
INTJ,50,5873,993,0,7,9,0,1.0
ENTP,50,10020,1784,0,11,5,0,1.0
ENFJ,50,7619,1230,2,14,4,0,1.0
INTJ,50,7399,1276,4,8,2,2,0.9997296932017841
INTP,48,7758,1326,1,14,3,0,1.0
ISFP,50,5391,922,2,14,0,0,1.0
INTP,50,6801,1188,2,9,0,0,1.0
INTP,50,8792,1499,2,7,1,0,1.0
ENFP,50,7520,1330,1,19,23,0,1.0
INFJ,50,8539,1425,2,5,26,0,1.0
INFP,50,6625,1048,4,5,1,0,1.0
INTJ,50,8845,1636,0,15,7,0,1.0
INTP,32,3243,545,1,1,4,0,1.0
INTP,50,4444,691,4,8,2,0,1.0
INTP,50,7180,1251,2,9,0,0,1.0
INTJ,50,5868,1027,0,16,6,0,1.0
ISTJ,50,7525,1304,1,14,9,0,1.0
INTJ,50,8103,1367,2,12,0,0,1.0
ENTP,50,7983,1320,2,11,0,0,1.0
INFP,50,7047,1179,5,12,6,0,1.0
INFJ,50,4669,773,2,6,2,1,0.9997858213750268
INTP,50,8995,1539,0,22,0,1,0.9998888271261812
INTP,50,6666,1108,1,14,39,0,1.0
INFP,50,6925,1071,7,9,2,1,0.9998555956678701
INFP,50,7534,1263,4,10,1,2,0.9997345367666578
INFP,53,8037,1448,0,16,13,0,1.0
INTJ,50,8783,1545,0,8,3,2,0.9997722873733349
INTJ,50,7593,1330,0,2,0,0,1.0
INTJ,50,8323,1420,0,6,1,0,1.0
ENFP,50,5868,856,11,15,74,42,0.9928425357873211
ENTP,50,7958,1396,1,20,40,0,1.0
ENFP,50,9027,1577,1,7,6,0,1.0
INFP,50,8052,1271,4,7,3,1,0.9998758072528564
ENTP,50,7366,1232,0,8,16,0,1.0
INFJ,50,4050,574,9,16,9,10,0.9975308641975309
INFP,50,6843,1152,1,8,7,1,0.9998538652637732
INFP,50,8104,1279,16,11,1,1,0.9998766041461007
INFJ,50,7531,1237,1,14,16,0,1.0
ENFP,50,8282,1512,0,19,0,0,1.0
ISTP,50,5798,935,6,7,1,0,1.0
INFJ,50,8079,1268,15,6,17,0,1.0
ENTP,50,9056,1633,2,10,1,2,0.9997791519434629
INTP,50,8248,1484,0,18,1,0,1.0
ESFP,50,7365,1303,0,27,12,2,0.9997284453496266
ENFP,50,6811,1195,2,7,34,0,1.0
ENTJ,50,9018,1542,2,13,16,0,1.0
ESFJ,37,6318,1165,0,13,3,0,1.0
INTJ,45,7058,1178,1,4,1,0,1.0
INTJ,50,7434,1188,0,8,5,0,1.0
INFJ,50,7095,1199,9,5,4,0,1.0
INTP,50,8679,1497,0,8,4,0,1.0
ENTP,50,7515,1418,0,21,4,0,1.0
ISTP,50,9904,1781,1,3,3,0,1.0
ISTP,50,9320,1563,1,0,2,0,1.0
INFJ,50,7936,1305,5,10,5,0,1.0
ENTP,50,7537,1293,0,18,12,0,1.0
INFP,50,8402,1422,4,10,17,0,1.0
ENFP,31,6028,1134,0,7,15,0,1.0
INFJ,50,7093,1298,2,17,3,0,1.0
INFP,50,8723,1509,1,0,5,0,1.0
INFP,50,7581,1264,6,11,11,1,0.9998680912808336
ENTP,50,8547,1433,4,14,22,0,1.0
INFP,50,6850,1028,8,5,18,0,1.0
ENTJ,26,4262,741,0,1,3,0,1.0
ENTP,50,8555,1524,2,24,3,0,1.0
ISTP,50,6121,801,21,17,0,1,0.9998366280019605
INTJ,50,7898,1403,0,5,5,0,1.0
ENTP,50,6723,1133,2,16,21,0,1.0
INTJ,50,9204,1565,0,14,12,0,1.0
INFP,50,8243,1451,0,8,33,0,1.0
INFJ,46,7969,1395,0,6,23,0,1.0
ISTJ,50,4901,803,0,11,39,0,1.0
INTJ,50,7450,1260,1,11,3,0,1.0
INTJ,50,9405,1593,0,2,1,0,1.0
ISTJ,50,8293,1432,0,20,18,0,1.0
ENFP,50,6428,1044,1,9,9,2,0.9996888612321095
ENTP,50,7454,1326,0,13,6,0,1.0
INFJ,50,8717,1601,0,6,3,0,1.0
INFP,50,7909,1364,0,4,0,0,1.0
INTJ,50,7273,1240,1,11,7,4,0.9994500206242266
INTP,50,6004,1048,0,12,0,0,1.0
INFP,50,6526,1086,4,14,31,0,1.0
INTP,45,4645,762,2,15,3,0,1.0
INFP,50,3672,599,1,9,22,0,1.0
INTJ,50,4684,643,7,11,2,0,1.0
INTJ,25,3292,511,2,2,1,0,1.0
ENTP,50,5861,1035,1,5,2,0,1.0
INTP,50,6652,1179,0,22,15,0,1.0
INFJ,39,6306,1076,0,5,6,1,0.9998414208690136
INFJ,50,9422,1591,1,7,31,3,0.9996815962640628
ENFP,50,7577,1206,2,8,23,0,1.0
ISFP,50,7768,1357,0,23,12,0,1.0
ENTP,50,6921,1128,3,11,1,0,1.0
ENFP,50,8492,1375,6,11,24,0,1.0
INFP,50,7550,1299,9,18,9,0,1.0
INTP,50,6944,1135,3,16,2,0,1.0
INFP,50,8330,1376,3,12,6,0,1.0
ISFJ,38,6245,1006,4,6,3,1,0.999839871897518
ENTP,50,7099,1159,4,13,5,0,1.0
INTJ,50,8955,1544,0,5,1,3,0.9996649916247906
INTP,50,7388,1269,2,6,0,0,1.0
INFP,50,6811,1074,4,19,7,0,1.0
ENTP,50,8585,1444,3,3,2,0,1.0
ENFJ,50,8578,1552,0,5,2,0,1.0
INFJ,50,7753,1285,1,8,7,0,1.0
INTP,21,2942,439,4,4,0,0,1.0
ISFP,50,7226,1286,2,16,11,0,1.0
INFP,50,8309,1389,3,3,1,0,1.0
INTP,50,7946,1370,3,16,8,3,0.9996224515479486
ENTP,50,6516,1121,3,6,9,0,1.0
ISTJ,50,8984,1503,0,9,8,2,0.9997773820124666
INTP,50,6225,938,10,11,7,0,1.0
INFJ,50,7530,1314,3,8,4,0,1.0
ISFP,50,8493,1487,0,6,4,0,1.0
INTP,50,5603,871,4,7,1,0,1.0
INFJ,48,6204,1082,2,10,0,0,1.0
ENTP,50,8349,1476,0,9,2,0,1.0
INTP,50,5853,898,8,21,3,0,1.0
INFJ,58,7729,1285,0,3,3,0,1.0
INFJ,46,7192,1262,0,4,8,0,1.0
ENTJ,50,7902,1423,1,1,4,0,1.0
INTP,50,8953,1532,0,14,8,3,0.9996649167876689
INFJ,49,6947,1220,1,6,5,0,1.0
INFP,50,9392,1674,2,11,12,0,1.0
ESTJ,50,5253,881,0,16,0,0,1.0
ENFJ,50,7472,1309,0,8,1,0,1.0
INFJ,50,8270,1446,1,13,9,0,1.0
INFP,50,8513,1438,2,4,2,0,1.0
INFP,50,7787,1324,3,22,10,0,1.0
INFP,50,6846,1215,2,13,11,0,1.0
INFP,50,7733,1320,6,12,8,0,1.0
INFJ,50,7585,1271,3,13,3,0,1.0
INFP,50,7947,1249,14,29,71,0,1.0
INTP,50,5012,852,1,11,16,0,1.0
INTP,50,6472,952,10,11,1,1,0.9998454882571075
ENTP,50,5717,828,9,23,2,0,1.0
ISTJ,50,6580,1117,6,18,6,0,1.0
INFP,50,8663,1527,1,13,43,0,1.0
INFJ,50,8322,1459,0,20,1,0,1.0
ISTJ,50,8535,1539,0,4,3,0,1.0
INFJ,50,8286,1516,1,5,10,0,1.0
INFJ,50,8954,1529,1,5,8,0,1.0
INFP,66,7681,1330,1,13,2,0,1.0
INTJ,50,5117,806,3,14,0,0,1.0
INTJ,50,8866,1561,0,6,0,0,1.0
INTP,50,7888,1318,5,12,0,0,1.0
INTJ,50,6621,1066,8,14,6,1,0.9998489654130795
INTJ,50,6258,1005,4,6,3,8,0.9987216363055289
INFP,50,7551,1352,0,14,15,0,1.0
INTJ,50,8559,1436,0,18,1,1,0.9998831639210188
ENTP,50,7621,1392,0,5,5,0,1.0
INTP,50,7724,1268,0,24,3,5,0.999352667011911
INFJ,50,5699,947,2,8,29,0,1.0
INFP,50,7454,1243,4,16,7,0,1.0
INTJ,50,7174,1054,9,14,28,0,1.0
INTJ,50,7700,1295,0,26,3,1,0.9998701298701299
INTP,50,5844,810,10,17,1,0,1.0
INTP,50,6089,964,2,7,6,0,1.0
ENFJ,50,9746,1732,0,2,1,2,0.9997947876051714
INTP,48,8174,1359,0,8,5,4,0.9995106435037925
INTP,50,5614,982,1,17,6,0,1.0
ENTP,47,6257,1042,1,12,15,0,1.0
INTP,39,7812,1367,0,2,0,0,1.0
ISTJ,50,7677,1272,2,7,8,0,1.0
INTJ,50,6034,803,9,9,45,0,1.0
ISFP,50,7913,1400,3,4,2,0,1.0
INTP,46,8767,1527,1,9,5,1,0.9998859358959735
INFJ,50,7821,1377,3,0,0,0,1.0
INFP,50,4933,833,1,10,6,0,1.0
ISFJ,50,8312,1390,1,11,2,0,1.0
INTJ,50,8085,1391,4,4,5,0,1.0
INFJ,50,6403,1049,5,8,1,0,1.0
ENFP,26,3629,599,1,6,12,0,1.0
ENTJ,50,8292,1468,1,6,2,0,1.0
ISFP,50,2852,361,8,12,0,0,1.0
INFJ,50,8171,1393,4,10,5,1,0.9998776159588789
INFP,50,7559,1217,4,5,4,0,1.0
ENFJ,50,3875,605,2,13,24,0,1.0
ISTJ,50,7511,1231,2,16,10,0,1.0
ENTP,50,5961,956,2,11,0,0,1.0
ISTJ,50,4649,662,10,12,1,33,0.9929016992901699
INTP,50,5553,933,1,8,4,0,1.0
INTJ,50,9056,1581,1,14,4,0,1.0
ISFP,50,3631,569,5,10,14,0,1.0
INFP,50,8476,1540,0,10,8,1,0.9998820198206702
INTJ,16,3211,590,0,4,3,0,1.0
INTJ,50,6956,1051,8,12,1,0,1.0
INFJ,50,5349,741,11,21,6,0,1.0
ENFJ,50,7035,1183,1,34,6,36,0.9948827292110874
ENTP,50,7669,1402,0,7,18,0,1.0
ENTJ,50,7352,1235,3,16,9,1,0.9998639825897715
ENTJ,50,8292,1469,2,7,0,0,1.0
INFJ,42,4048,624,6,14,30,1,0.9997529644268774
INFP,50,9506,1582,2,9,3,1,0.9998948032821376
INTJ,50,8287,1451,2,9,11,0,1.0
ENFP,47,4336,716,2,5,9,0,1.0
INFP,50,5519,932,1,10,10,0,1.0
ENTP,50,7214,1264,1,15,4,0,1.0
INFP,50,9649,1745,1,4,1,0,1.0
INFJ,50,7884,1348,2,20,12,0,1.0
ISTP,50,8496,1509,1,7,1,0,1.0
INFJ,48,8755,1555,0,6,38,1,0.9998857795545403
INTP,50,9145,1595,1,1,1,0,1.0
INFP,50,6121,1053,0,11,86,0,1.0
INTP,50,5817,878,12,15,0,3,0.999484270242393
ENFP,50,8265,1422,0,8,24,0,1.0
INTJ,50,9259,1553,0,10,9,2,0.9997839939518306
INFP,50,6585,1062,11,19,6,0,1.0
INTP,50,7814,1265,2,10,11,0,1.0
INFJ,50,6950,1126,11,5,7,2,0.9997122302158273
INFP,50,9190,1554,3,11,10,0,1.0
ENTP,50,5907,934,2,22,6,6,0.9989842559674962
INTP,50,7855,1234,4,13,0,0,1.0
INTJ,42,6874,1148,0,5,5,0,1.0
INFJ,50,8062,1401,0,16,16,0,1.0
INFP,50,6813,1133,2,6,36,0,1.0
INFP,50,7789,1337,2,6,20,0,1.0
INTP,50,9298,1621,1,11,14,0,1.0
ESFP,50,7725,1287,4,12,4,0,1.0
INTP,50,9697,1804,0,6,4,0,1.0
INFP,50,5458,904,6,16,3,0,1.0
ENTP,50,8168,1446,0,15,8,0,1.0
INTJ,50,7568,1339,0,7,15,0,1.0
ISFP,50,7580,1309,0,6,9,0,1.0
INFJ,50,8578,1571,1,1,22,0,1.0
INFP,50,6904,1040,13,19,12,0,1.0
ENFP,47,8024,1433,1,6,2,0,1.0
INFJ,50,8227,1316,3,6,2,0,1.0
INFP,50,7376,1334,0,7,0,0,1.0
INFP,50,6336,936,8,9,1,0,1.0
INTJ,50,8094,1365,0,9,7,0,1.0
INFP,50,6447,1078,2,9,10,0,1.0
INTJ,50,6039,1000,0,9,0,0,1.0
ENFP,50,8778,1539,0,11,48,0,1.0
ISTJ,50,6057,1059,0,18,9,0,1.0
INFP,50,8054,1208,14,3,3,0,1.0
INTJ,50,8820,1605,0,16,1,0,1.0
INFP,50,8198,1416,0,4,2,0,1.0
INTJ,50,7950,1373,0,4,16,3,0.9996226415094339
ENFP,50,8610,1503,1,7,11,0,1.0
ENFP,50,7142,1185,3,15,7,0,1.0
ENFJ,50,9945,1813,2,6,2,0,1.0
INTJ,50,8960,1520,2,6,1,0,1.0
INTJ,50,7929,1310,1,9,0,0,1.0
INTJ,50,8770,1475,2,0,0,15,0.9982896237172177
ENFP,50,7118,1072,10,17,3,0,1.0
INTP,50,6380,962,10,24,2,3,0.9995297805642633
INTJ,50,5997,982,11,12,11,0,1.0
INFJ,50,8148,1391,2,10,0,0,1.0
ISTP,50,6725,1163,1,9,13,0,1.0
INFP,50,7149,1168,1,8,3,0,1.0
ENTP,50,6282,946,6,7,4,2,0.9996816300541229
INTP,50,7738,1394,3,13,8,0,1.0
ENTP,50,6342,1082,3,1,3,0,1.0
INFP,50,8209,1459,0,3,5,1,0.999878182482641
ENFP,50,6416,1081,0,19,22,0,1.0
ENFP,50,8106,1385,6,7,6,0,1.0
INTP,50,7676,1266,6,9,3,1,0.9998697238144867
ISFJ,50,7613,1322,1,6,2,2,0.9997372914751084
INFP,50,9513,1597,0,9,57,0,1.0
ENFP,50,5151,748,18,20,25,0,1.0
INTP,50,5860,998,0,42,5,0,1.0
INTJ,48,8737,1494,0,6,3,0,1.0
INTJ,12,2253,390,0,0,0,0,1.0
INTP,50,6708,965,14,23,1,18,0.9973166368515206
INFP,50,8022,1296,8,9,6,0,1.0
INFP,37,5872,1041,2,3,4,0,1.0
ENTP,50,8545,1419,3,18,7,2,0.9997659449970743
ENFP,50,5606,887,5,9,3,2,0.9996432393863718
INTJ,22,2708,450,0,2,0,0,1.0
INTP,50,8796,1551,1,15,6,0,1.0
INTJ,50,8803,1559,0,3,1,0,1.0
ISFP,50,9061,1621,2,11,0,0,1.0
INTP,50,6140,1003,1,14,2,5,0.999185667752443
ENFJ,50,9189,1592,7,11,7,1,0.9998911742300577
INFP,50,7623,1233,7,12,22,0,1.0
ISFJ,50,8473,1585,0,3,21,0,1.0
INFP,50,6702,602,43,7,20,0,1.0
INFJ,50,7948,1400,1,10,10,2,0.9997483643683945
INTP,50,8252,1427,0,9,1,0,1.0
INFP,50,7853,1363,0,5,22,5,0.9993633006494334
ESFP,41,5586,990,0,15,26,1,0.9998209810239885
ENTP,43,6367,1061,0,13,1,0,1.0
INFP,50,8362,1458,2,18,6,3,0.9996412341545085
INFJ,50,6546,1191,0,7,5,0,1.0
INTP,50,7300,1279,7,6,6,13,0.9982191780821917
INTP,50,6232,940,12,19,0,1,0.9998395378690629
INFJ,50,4560,707,5,21,0,2,0.999561403508772
INTJ,50,7634,1239,5,5,8,4,0.9994760282944721
INTP,50,8890,1515,1,17,5,0,1.0
ENTP,50,7950,1311,1,13,2,1,0.999874213836478
INFJ,50,7813,1300,5,14,5,0,1.0
ENTJ,50,8992,1577,0,8,3,0,1.0
INFP,50,7156,1127,7,17,10,2,0.9997205142537731
ENTP,50,6274,1044,0,10,8,0,1.0
ISFJ,50,2833,21,5,20,0,0,1.0
INFP,50,8615,1537,0,12,33,0,1.0
INFJ,44,7597,1329,0,5,45,0,1.0
ENTJ,50,5276,914,1,7,1,0,1.0
ENFP,50,8106,1364,0,25,112,0,1.0
ENFJ,50,8719,1469,5,10,17,1,0.9998853079481592
ISTP,50,3158,219,10,28,0,0,1.0
INFJ,50,9089,1627,1,13,19,7,0.9992298382660358
ISFJ,50,8689,1608,0,4,8,0,1.0
ISFJ,50,9264,1649,0,5,7,0,1.0
INFJ,50,8231,1502,0,16,0,0,1.0
ISFP,50,4269,646,1,1,42,0,1.0
